,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,origine,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
,MPB17-SAL-1066,121,Salade Frisée,0,,piece,2.95 €,La pièce,,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,saladefrisee.jpg,saladefrisee.jpg,saladefrisee.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,,,Non,,,"Je choisis les salades bien fraiches avec des feuilles fermes, une belle couleur franche et un pied bien clair.",,0.000,,Salade Frisée - Au Pas De Courses,Salade Frisée - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-SAL,
,MPB17-AUL-1136,124,Potiron,0,,kg,2.95 €,Le quart de pièce environ 2kg,2.000,1,5.90 €,2.95 €/kg,5,0.20,4.47 €,potiron.jpg,potiron.jpg,potiron.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,1OND,,,,,,Non,"Symbole d’automne, le potiron est originaire d’Amérique du Sud. Très présent dans les jardins d’antan, il redevient populaire depuis plusieurs années. Ses couleurs, sa forme et ses saveurs se marient à merveille avec tous les plats, traditionnels ou audacieux. Les enfants l’adorent.",,,,2.000,,Potiron - Au Pas De Courses,"Potiron - Pascal Bassard Primeur - Le quart de pièce environ 2kg - Symbole d’automne, le potiron est originaire d’Amérique du Sud. Très présent dans les jardins",,,
,MPB17-CHO-1041,126,Choux de Bruxelles,0,,kg,2.95 €,Les 500g,0.500,1,1.48 €,2.95 €/kg,5,0.20,1.12 €,choubruxelles.jpg,choubruxelles.jpg,choubruxelles.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Choux,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Choux;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,189OND,,,,,,Non,"Le chou de Bruxelles (Brassica oleracea var. gemmifera) est une variété de chou, plante herbacée de la famille des Brassicaceae (sous-famille des Brassicoideae), cultivée pour ses bourgeons axillaires qui forment de petites têtes pommées, consommées comme légume. Le terme désigne aussi ce légume.

Il était considéré au Moyen Âge comme un plante sacrée visant à repousser les esprits démoniaques et les coléoptères, ce n'est qu'à partir de la Renaissance qu'il a été utilisé comme ingrédient de base de la cuisine alsacienne.[réf. nécessaire]

Ses cultivars sont issus de la variété Brassica oleracea L. var. gemmifera (DC.) Zenker.

Ce chou est une plante herbacée bisannuelle qui émet une tige florale d’un mètre de haut environ la deuxième année. Les feuilles à long pétiole sont entières, de forme arrondie et légèrement dentelées, les fleurs apparaissent être de couleur bleue fluo.

Les bourgeons à l’aisselle des fleurs forment de petites poires, composées de nombreuses feuilles désassemblées.

Ils sont récoltés en hiver, par intervalles, en commençant par les choux du bas, qui sont plus avancés. Certains conseillent de couper la tête de la plante, afin de favoriser la croissance plus rapide des choux supérieurs, mais l’efficacité de cette technique n’est pas prouvée.",,,,0.500,,Choux de Bruxelles - Au Pas De Courses,"Choux de Bruxelles - Pascal Bassard Primeur - Les 500g - Le chou de Bruxelles (Brassica oleracea var. gemmifera) est une variété de chou, plante herbacée de la ",,,
,MPB17-AUL-1034,127,Mini Champignon,0,,pièce,1.95 €,La barquette,,1,1.95 €,1.95 €/pièce,5,0.20,1.48 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,12345679OND,,,,,,Non,,,,,0.000,,Mini Champignon - Au Pas De Courses,Mini Champignon - Pascal Bassard Primeur - La barquette - ,,,
,MPB17-SAL-1146,128,Salade fine (detail),0,,kg,14.95 €,Les 500g,0.500,1,7.48 €,14.95 €/kg,5,0.20,5.67 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade,,,,,,,,Non,,,,,0.500,,Salade fine (detail) - Au Pas De Courses,Salade fine (detail) - Pascal Bassard Primeur - Les 500g - ,,re::^MPB17-SAL,
,MPB17-FEX-1095,132,Litchi,0,,kg,19.95 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Fruits exotiques,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Fruits exotiques;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,1246789OD,,,,,,Non,,,,,0.000,,Litchi - Au Pas De Courses,Litchi - Pascal Bassard Primeur -  - ,,,
,MPB17-AUL-1023,133,Blette,0,,kg,2.95 €,La pièce d'environ 700g,0.700,1,2.07 €,2.95 €/kg,5,0.20,1.57 €,blette.jpg,blette.jpg,blette.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,12345OND,,,,,,Non,"Apparue sur les rives de la Méditerranée, la blette est consommée depuis l’Antiquité. Si sa culture s’est réduite depuis le début du XXe siècle, elle n’en reste pas moins appréciée, pour sa saveur douce et sa texture fondante et on la trouve sur la plupart des marchés. Ce légume très méridional est un délicieux accompagnement qui peut être cuisiné de multiples façons, sans compter qu’il concentre quantité de vertus nutritionnelles.",,,,0.700,,Blette - Au Pas De Courses,"Blette - Pascal Bassard Primeur - La pièce d'environ 700g - Apparue sur les rives de la Méditerranée, la blette est consommée depuis l’Antiquité. Si sa culture ",,,
,MPB17-CHO-1040,134,Chou vert,0,,piece,2.95 €,La pièce d'environ 1kg,1.000,1,2.95 €,2.95 €/piece,5,0.20,2.24 €,chouvert.jpg,chouvert.jpg,chouvert.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Choux,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Choux,,1234OND,,,,,,Non,"Légume universel, le chou est une des composantes essentielles de l’alimentation traditionnelle. À chaque région de France sa spécialité à base de chou. Longtemps associé à des plats roboratifs, le chou retrouve aujourd’hui toute sa place dans des préparations légères et raffinées.",,,,1.000,,Chou vert - Au Pas De Courses,"Chou vert - Pascal Bassard Primeur - La pièce d'environ 1kg - Légume universel, le chou est une des composantes essentielles de l’alimentation traditionnelle. À",,,
,MPB17-AUL-1038,135,Chanterelle,0,,kg,19.95 €,Les 250g,0.250,1,4.99 €,19.95 €/kg,5,0.20,3.78 €,paris.jpg,paris.jpg,paris.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,678,,,,,,Non,"La chanterelle (cantharellus) est un champignon généralement jaune, jaunâtre à grisâtre, au chapeau d'abord convexe prenant une forme d'entonnoir en vieillissant. Il existe plusieurs variétés et sous-variétés de chanterelles, selon les climats et les terrains. Par exemple, la chanterelle poussant dans un bois de chêne présente des différences avec celle poussant dans un bois de hêtres et celle croissant dans un bois de conifères nous offre d'autres particularités... Les espèces les plus courantes sont la girolle et les chanterelles jaunes.",,,,0.250,,Chanterelle - Au Pas De Courses,"Chanterelle - Pascal Bassard Primeur - Les 250g - La chanterelle (cantharellus) est un champignon généralement jaune, jaunâtre à grisâtre, au chapeau d'abord co",,,
,MPB17-CHO-1042,138,Chou Romanesco,0,,piece,3.95 €,La pièce,,1,3.95 €,3.95 €/piece,5,0.20,3.00 €,chouromanesco.jpg,chouromanesco.jpg,chouromanesco.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Choux,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Choux;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,6789,,,,,,Non,Le chou romanesco (Brassica oleracea var. botrytis) est une variété de chou-fleur originaire d'Italie et plus précisément de Rome. Il est aussi appelé « brocoli à pomme ».,,,,0.000,,Chou Romanesco - Au Pas De Courses,Chou Romanesco - Pascal Bassard Primeur - La pièce - Le chou romanesco (Brassica oleracea var. botrytis) est une variété de chou-fleur originaire d'Italie et pl,,,
,MPB17-FSE-1054,145,Dattes fourrees,0,,piece,4.95 €,Les 6 pièces,,,0.00 €,4.95 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,,,,,Non,,,,,0.000,,Dattes fourrees - Au Pas De Courses,Dattes fourrees - Pascal Bassard Primeur - Les 6 pièces - ,,,
,MPB17-AUL-1123,146,Champignon Pied bleu,0,,kg,19.95 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,ON,,,,,,Non,,,,,0.000,,Champignon Pied bleu - Au Pas De Courses,Champignon Pied bleu - Pascal Bassard Primeur -  - ,,,
,MPB17-FSE-1055,154,Dattes fourrees / amandes,0,,piece,4.00 €,,,,0.00 €,4 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Non,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,,,,,,,,Non,,,,,0.000,,Dattes fourrees / amandes - Au Pas De Courses,Dattes fourrees / amandes - Pascal Bassard Primeur -  - ,,,
,MPB17-FSE-1063,155,Figuette sauvage,0,,piece,1.95 €,La barquette de 250g environ,0.250,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,PBP17-figuettesauvage.jpg,PBP17-figuettesauvage.jpg,PBP17-figuettesauvage.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fruits secs & Epicerie,,Oui,Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fruits secs & Epicerie;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,9OND,,,,,,Non,,,,,0.250,,Figuette sauvage - Au Pas De Courses,Figuette sauvage - Pascal Bassard Primeur - La barquette de 250g environ - ,,,
,MPB17-PEP-1027,157,Pomme Canada,0,,kg,2.95 €,Le kilo,1.000,1,2.95 €,2.95 €/kg,5,0.20,2.24 €,canada.jpg,canada.jpg,canada.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires,,123ND,,,,,,Non,"Malgré son nom, la Reinette du Canada est un cultivar de pommier domestique originaire d'Angleterre où elle apparut vers 1800 sous le nom de « Golden russet ». Fruit croquant et légèrement acidulé, la Pomme Canada appelé aussi Reinette grise est une variété très ancienne. Une bonne vieille pomme d'hiver familière des étals de marché de novembre à mars. ",,,,1.000,,Pomme Canada - Au Pas De Courses,"Pomme Canada - Pascal Bassard Primeur - Le kilo - Malgré son nom, la Reinette du Canada est un cultivar de pommier domestique originaire d'Angleterre où elle ap",,,
,MPB17-AUF-1094,159,Kiwi x3,0,,lot,3.00 €,Les 3 kiwis,,1,3.00 €,3 €/lot,5,0.20,2.27 €,kiwi.jpg,kiwi.jpg,kiwi.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Autres fruits,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Autres fruits,,12345ND,,,,,,Non,"Dégusté depuis 2 000 ans en Chine, le kiwi séduit aujourd’hui le monde entier. En France, il est cultivé dans trois régions, dont l’une détient même un Label Rouge !",,,,0.000,,Kiwi x3 - Au Pas De Courses,"Kiwi x3 - Pascal Bassard Primeur - Les 3 kiwis - Dégusté depuis 2 000 ans en Chine, le kiwi séduit aujourd’hui le monde entier. En France, il est cultivé dans t",,,
,MPB17-SAL-1052,163,Cresson,0,,botte,2.50 €,"La botte, 350g environ",0.350,1,2.50 €,2.5 €/botte,5,0.20,1.90 €,cresson.jpg,cresson.jpg,cresson.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Salade,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Salade;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,123456789OND,,,,,,Non,,,,,0.350,,Cresson - Au Pas De Courses,"Cresson - Pascal Bassard Primeur - La botte, 350g environ - ",,re::^MPB17-SAL,
,MPB17-AGR-1047,166,Clemenvilla,0,,kg,5.95 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Agrumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Agrumes,,12D,,,,,,Non,,,,,0.000,,Clemenvilla - Au Pas De Courses,Clemenvilla - Pascal Bassard Primeur -  - ,,,
,MPB17-FCO-1134,167,Fleurs de Begonia,0,,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleursbegoniae.jpg,PBP17-fleursbegoniae.jpg,PBP17-fleursbegoniae.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fleurs comestibles,,Non,Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,"Croquantes et acidulés, les fleurs de Begonia feront merveilles en salade ou en accompagnement de fruits doux.",,,,0.020,,Fleurs de Begonia - Au Pas De Courses,"Fleurs de Begonia - Pascal Bassard Primeur - La barquette d'environ 20g - Croquantes et acidulés, les fleurs de Begonia feront merveilles en salade ou en accomp",,,
,MPB17-AFR-1134,167,Fleurs de capucines,0,,pièce,5.95 €,La barquette d'environ 10g,0.010,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleurscapucine.jpg,PBP17-fleurscapucine.jpg,PBP17-fleurscapucine.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fleurs comestibles,,Non,Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,A consommer crue dans les salades qu'elles décorent,,,,0.010,,Fleurs de capucines - Au Pas De Courses,Fleurs de capucines - Pascal Bassard Primeur - La barquette d'environ 10g - A consommer crue dans les salades qu'elles décorent,,,
,MPB17-FCO-1135,167,Fleurs de Pâquerette,0,,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleurspaquerette.jpg,PBP17-fleurspaquerette.jpg,PBP17-fleurspaquerette.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fleurs comestibles,,Non,Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,A consommer crue dans les salades qu'elles décorent,,,,0.020,,Fleurs de Pâquerette - Au Pas De Courses,Fleurs de Pâquerette - Pascal Bassard Primeur - La barquette d'environ 20g - A consommer crue dans les salades qu'elles décorent,,,
,MPB17-FCO-1137,167,Fleurs de Soucis,0,,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleurssoucis.jpg,PBP17-fleurssoucis.jpg,PBP17-fleurssoucis.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fleurs comestibles,,Non,Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,Les fleurs de soucis apporteront un goût et une couleur de safran à vos salades.,Une idée recette: bouillon à la ciboulette et aux soucis!,,,0.020,,Fleurs de Soucis - Au Pas De Courses,Fleurs de Soucis - Pascal Bassard Primeur - La barquette d'environ 20g - Les fleurs de soucis apporteront un goût et une couleur de safran à vos salades.,,,
,MPB17-FCO-1136,167,Fleurs de Viola,0,,pièce,5.95 €,La barquette d'environ 20g,0.020,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,PBP17-fleursviola.jpg,PBP17-fleursviola.jpg,PBP17-fleursviola.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Fleurs comestibles,,Non,Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Fleurs comestibles,,,Stock limité,V. Bouchard,,France,Local,,"En garniture de patisseries ou en mélange de salade, les fleurs de viola feront le bonheur des gourmands cet été!
",,,,0.020,,Fleurs de Viola - Au Pas De Courses,"Fleurs de Viola - Pascal Bassard Primeur - La barquette d'environ 20g - En garniture de patisseries ou en mélange de salade, les fleurs de viola feront le bonhe",,,
,MPB17-TOM-1157,170,Tomate Tomberry,0,,pièce,5.95 €,La barquette,1.000,1,5.95 €,5.95 €/pièce,5,0.20,4.51 €,CDV17-tomberry.jpg,CDV17-tomberry.jpg,CDV17-tomberry.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Tomates,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Tomates,,5678,,,,,,Non,,,,,1.000,Promo,Tomate Tomberry - Au Pas De Courses,Tomate Tomberry - Pascal Bassard Primeur - La barquette - ,,re::^MPB17-TOM,
,MPB17-AUL-1140,176,Asperge verte de Pertuis,0,,kg,19.95 €,Les 400g,0.400,1,7.98 €,19.95 €/kg,5,0.20,6.05 €,aspergevrac.jpg,aspergevrac.jpg,aspergevrac.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,Non,Mon Primeur/Pascal Bassard Primeur/Tous les légumes,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,456,,,,France,,Non,,,,,0.400,,Asperge verte de Pertuis - Au Pas De Courses,Asperge verte de Pertuis - Pascal Bassard Primeur - Les 400g - ,,,
,MPB17-PEP-1128,176,Poire Passe-Crassanne,0,,kg,3.95 €,Le kilo,1.000,1,3.95 €,3.95 €/kg,5,0.20,3.00 €,passecrassane.jpg,passecrassane.jpg,passecrassane.jpg,petitcommis_batignolles,Pascal Bassard Primeur,Tous les fruits,Pommes & Poires,Oui,Mon Primeur/Pascal Bassard Primeur/Tous les fruits,Mon Primeur/Pascal Bassard Primeur/Tous les produits;;Mon Primeur/Pascal Bassard Primeur/Tous les fruits/Pommes & Poires;;Mon Primeur/Pascal Bassard Primeur/Produits de saison,,12390ND,,,,,,Non,,,,,1.000,,Poire Passe-Crassanne - Au Pas De Courses,Poire Passe-Crassanne - Pascal Bassard Primeur - Le kilo - ,,,
