,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,_product_websites,commercant,,,categories,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,us_skus,re_skus,cs_skus,magmi_delete,
,FDB17-CHA-1205,93,Salami Fiocco Parma,0,,kg,38.50 €,1 portion de 100g en tranches fines,0.100,1,3.85 €,38.5 €/kg,5,0.20,2.92 €,FRB17_Fiocco_Parma.jpg,FRB17_Fiocco_Parma.jpg,FRB17_Fiocco_Parma.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/fiocco/,Italie,Sans gluten et sans lactose,Non,"Le fiocco est un salami en forme de poire, fabriqués à partir de morceaux de jambon de Parme. Il est haché épais et est sans poivre. Il est faible en matière grasse (15%)"," A déguster seul, en carpaccio (accompagné de roquette, d'huile d'olive, de citron et de copeaux de parmesan) ou en involtini, fourré au fromage de chèvre",,,0.100,,,,,
x,FDB17-BRE-1087,289,Brebis au Piment au lait de brebis pasteurisé,Activé,,kg,26.80 €,1 portion de 200g environ,0.200,1,5.36 €,26.8 €/kg,5,0.20,4.06 €,FRB17-BrebisPIment.jpg,FRB17-BrebisPIment.jpg,FRB17-BrebisPIment.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Brebis,,Mon Fromager/Les Fromages des Batignolles/Brebis;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Pays Basque,,Non,,,,,0.200,Produit n'est plus disponible,"FDB17-BRE-1062,FDB17-BRE-1358","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAGre::^FDB17-BRE",,
x,FDB17-BRE-1298,39,P'Tit Basque au lait thermisé,Activé,,kg,26.50 €,1 portion de 160g environ,0.160,1,4.24 €,26.5 €/kg,5,0.20,3.22 €,FRB17_Petit_Basque.jpg,FRB17_Petit_Basque.jpg,FRB17_Petit_Basque.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Brebis,,Mon Fromager/Les Fromages des Batignolles/Brebis;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Istara,,France Pays Basque,,Non,,"Ptit Basque Istara, petite tomme de brebis, tient son nom de sa forme originale et de sa croute étonnamment sculptée. Il developpe une saveur douce et fruitée, et une grande finesse de goût. Fabriqué au cur de Pays Basque à la fromagerie de Larceveau, il se déguste idéalement avec la traditionnelle confiture de cerise noire. Et variez les plaisirs en accommodant Ptit basque Istara en cuisine, avec des légumes du soleil,  ou coupé en dés à l'aperitif.",,,0.160,,"FDB17-BRE-1062,FDB17-BRE-1358,FDB17-BRE-1405","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAGre::^FDB17-BRE",,
x,FDB17-CHA-1290,,Saltufo,0,,pièce,5.20 €,1 part,,1,5.20 €,5.2 €/pièce,5,0.20,3.94 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-CHA-1376,27,Saucisse Fraîche,0,,kg,19.90 €,,,,0.00 €,#DIV/0!,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-BRE-1099,216,Bergeronnette au lait cru de brebis de la Lozère,Activé,,piece,4.80 €,1 fromage de 150g environ,,1,4.80 €,4.8 €/piece,5,0.20,3.64 €,FRB17_Bergeronnette.jpg,FRB17_Bergeronnette.jpg,FRB17_Bergeronnette.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Brebis,,Mon Fromager/Les Fromages des Batignolles/Brebis;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Lozère,,Non,"C’est un fromage au lait cru de Brebis qui se consomme aussi bien frais qu’un peu affiné. C’était un type de fromage fabriqué dans chaque ferme pour la consommation familiale sur tous les grands causses et la région de Millau.  En octobre 2003, le Pérail du Fédou Bergeronnette a été médaillé d’argent au concours international des 2° Olympiades des fromages de Montagne « Caseus Montanus ». Médaille d’Or au concours régional de fromages Languedoc Roussillonde en mai 2008.",,,,0.000,ok,"FDB17-BRE-1062,FDB17-BRE-1358","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAGre::^FDB17-BRE",,
x,FDB17-BRE-1250,208,La demie Téoulette au lait cru de brebis,Activé,,piece,3.50 €,1 demi fromage,,1,3.50 €,3.5 €/piece,5,0.20,2.65 €,FRB17_Teoulette.jpg,FRB17_Teoulette.jpg,FRB17_Teoulette.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Brebis,,Mon Fromager/Les Fromages des Batignolles/Brebis;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Lozère,,Non,,,,,0.000,,"FDB17-BRE-1062,FDB17-BRE-1358","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAGre::^FDB17-BRE",,
x,FDB17-CHA-1206,,Jambon di Parma,Activé,,kg,38.50 €,1 portion de 100g en tranches fines,0.100,1,3.85 €,38.5 €/kg,5,0.20,2.92 €,FRB17_Jambon_di_parma.jpg,FRB17_Jambon_di_parma.jpg,FRB17_Jambon_di_parma.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,"Le jambon de Parme est un jambon cru exclusivement produit en Italie. Il bénéficie d'une AOC (devenue AOP) depuis 1996. Il est issu de porcs nourris aux céréales et au petit-lait de parmesan, élevés dans 11 régions italiennes spécifiées par le cahier des charges AOP. Salés au sel de mer, les jambons de Parme sont mis à maturer pendant 12 mois minimum dans la région de Parme. Certains peuvent bonifier jusqu'à 36 mois. Moins salé que les autres jambons crus, le jambon de Parme est doux et fruité (via https://www.academiedugout.fr/ingredients/jambon-de-parme_520)",,,,0.100,,FDB17-CHA-1211,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1289,,Spianatta,0,,kg,35.00 €,1 portion de 100g en tranches fines,0.100,1,3.50 €,35 €/kg,5,0.20,2.65 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,,,,,0.100,,,,,
,FDB17-AUT-1346,204,Rigote Chèvre,0,,piece,1.90 €,,,,0.00 €,1.9 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,chevre,,Mon Fromager/Les Fromages des Batignolles/chevre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Produit n'est plus disponible,,,,
,FDB17-AUT-1347,207,Rigote Chèvre par 3,0,,piece,5.40 €,,,,0.00 €,5.4 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,chevre,,Mon Fromager/Les Fromages des Batignolles/chevre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-CHE-1151,141,Chèvre Aravis,0,,piece,3.50 €,,,,0.00 €,3.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
,FDB17-CHE-1117,180,Bouton Chèvre,0,,piece,1.50 €,,,,0.00 €,1.5 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,,,,,
x,FDB17-CHA-1017,7,Coppa di Parma IGP,Activé,,kg,35.90 €,"1 portion de 100g environ, en tranches fines",0.100,1,3.59 €,35.9 €/kg,5,0.20,2.72 €,FRB17_Coppa_di_Parma.jpg,FRB17_Coppa_di_Parma.jpg,FRB17_Coppa_di_Parma.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/coppa-di-parma-igp/,Italie,Sans gluten et sans lactose,Non,"Viande de porc, sel, arômes naturels, épices. Avec son goût inimitable, cette coppa italienne est une véritable gourmandise. Découpée en tranches fines, elle se dégustera sur tous les plateaux de charcuterie.",Se conserve au réfrigérateur,A consommer en fines tranches en entrée ou apéritifs,,0.100,fin en mai,"FDB17-CHA-1206,FDB17-CHA-1211","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1243,80,Jambon blanc à la Truffe,Activé,,kg,35.90 €,1 portion de 100g en tranches fines,0.100,1,3.59 €,35.9 €/kg,5,0.20,2.72 €,FRB17_Jambon_Truffe.jpg,FRB17_Jambon_Truffe.jpg,FRB17_Jambon_Truffe.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.100,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1288,,Salsiccella,Activé,,kg,35.90 €,1 saucisson de 600g environ,0.600,1,21.54 €,35.9 €/kg,5,0.20,16.33 €,FRB17_Salciccellia.jpg,FRB17_Salciccellia.jpg,FRB17_Salciccellia.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/salciccella-emiliana/,Italie,,Non,,,,,0.600,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1207,,Salami Milano,Activé,,kg,35.00 €,1 portion de 100g en tranches fines,0.100,1,3.50 €,35 €/kg,5,0.20,2.65 €,FRB17_Salami_Milano.jpg,FRB17_Salami_Milano.jpg,FRB17_Salami_Milano.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/milano/,Italie,Sans gluten et sans lactose,Non,Le salami est une préparation traditionnelle en salaison.,Il est délicieux tranché fin pour l'apéritif,,,0.100,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1212,,Abruzzese,Activé,,kg,35.00 €,1 salami de 330g environ,0.330,1,11.55 €,35 €/kg,5,0.20,8.76 €,FRB17_Abruzzese.jpg,FRB17_Abruzzese.jpg,FRB17_Abruzzese.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/abruzzese-stretto/,Italie,Sans gluten et sans lactose,Non,"Le salame des Abruzzes est un saucisson italien légèrement piquant. Ce saucisson est composé de viande de porc italien sélectionnée sur la filière du jambon de Parme, et de poivre.","
",,,0.330,,"FDB17-CHA-1209,FDB17-CHA-1210","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
,FDB17-CHE-1032,257,"Le demi trèfle, chèvre fermier",0,,piece,3.30 €,1 demi fromage de 130g environ,0.130,1,3.30 €,3.3 €/piece,5,0.20,2.50 €,trefle.jpg,trefle.jpg,trefle.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Ferme de la Bretonnerie,http://www.fromagedechevre-dupetitperche.eu/fromage-de-chevre-aoc-le-trefle/,France,Local,Non,Le Trèfle est un fromage de chèvre fermier dans le Perche. ,,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.130,,,,,
x,FDB17-CHA-1281,4,Mortadella à la truffe,Activé,,kg,32.00 €,1 portion de 100g,0.100,1,3.20 €,32 €/kg,5,0.20,2.43 €,FRB17_Mortadelle_Truffe.jpg,FRB17_Mortadelle_Truffe.jpg,FRB17_Mortadelle_Truffe.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,Italie,,Non,,,,,0.100,,FDB17-CHA-1243,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1242,81,Jambon Blanc à l'os,Activé,,kg,26.90 €,1 portion de 100g en tranches fines,0.100,1,2.69 €,26.9 €/kg,5,0.20,2.04 €,FRB17_jambon_Os.jpg,FRB17_jambon_Os.jpg,FRB17_jambon_Os.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.100,,"FDB17-CHA-1243,FDB17-CHA-1281","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1303,5,Pancetta,Activé,,kg,25.00 €,"1 portion de  100g environ, en tranches fines",0.100,1,2.50 €,25 €/kg,5,0.20,1.90 €,FRB17_Pancetta.jpg,FRB17_Pancetta.jpg,FRB17_Pancetta.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/pancetta-arrotolata-magra-scotennata/,Italie,Sans gluten et sans lactose,Non,"La pancetta IPA est un produit de la charcuterie italienne à base de poitrine de porc salée, poivrée et séchée pendant environ trois mois. Celle-ci est de type arrotolata (roulée) et présente une saveur douce",,,,0.100,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHA-1280,4,Mortadella,Activé,,kg,16.50 €,"1 portion de 100g environ, en tranches fines",0.100,1,1.65 €,16.5 €/kg,5,0.20,1.25 €,FRB17_Mortadelle.jpg,FRB17_Mortadelle.jpg,FRB17_Mortadelle.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,Stock limité,,,Italie,,Non,,,,,0.100,,FDB17-CHA-1281,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
,FDB17-CHE-1355,108,Rocamadour AOP au lait cru de chèvre x3,0,,piece,3.30 €,,,,0.00 €,3.3 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,,,,0.000,Dispo lors du relevé,,,,
x,FDB17-CHA-1304,6,Pancetta Fumée,Activé,,kg,16.00 €,"1 portion de 150g environ, en lamelles",0.150,1,2.40 €,16 €/kg,5,0.20,1.82 €,FRB17_Pancetta_Fumee.jpg,FRB17_Pancetta_Fumee.jpg,FRB17_Pancetta_Fumee.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Charcuterie,,Mon Fromager/Les Fromages des Batignolles/Charcuterie;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Villani,http://www.villanisalumi.it/fr/prodotti/pancetta-praga-affumicata/,Italie,Sans gluten et sans lactose,Non,"La pancetta IPA est un produit de la charcuterie italienne à base de poitrine de porc salée, poivrée et séchée pendant environ trois mois.",,,,0.150,,"FDB17-CHA-1303,FDB17-CHA-1380,FDB17-CHA-1281","re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHA",,
x,FDB17-CHE-1131,223,"Cabretou, tomme de chèvre au lait pasteurisé",Activé,,kg,27.80 €,1 portion de 200g environ,0.200,1,5.60 €,28 €/kg,5,0.20,4.25 €,FRB17-cabretou.jpg,FRB17-cabretou.jpg,FRB17-cabretou.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Ariège,,Non,31% de matière grasse<br><br>Le Cabretou est une pâte pressée non cuite au lait pasteurisé de chèvre. Il est fabriqué au coeur des Pyrénées ariégeoises dans la vallée de Bethmale. Son affinage dure 12 semaines et sa croûte prend une couleur ocre roux. La pâte souple et fondante dévoile un goût subtil de noisette et de chèvre tout en douceur.,,,,0.200,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
x,FDB17-CHE-1050,185,Mothais fermier lait cru de chèvre,Activé,,piece,6.10 €,1 fromage de 200g environ,0.200,1,6.10 €,6.1 €/piece,5,0.20,4.63 €,mothais.jpg,mothais.jpg,mothais.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Deux Sèvres,,Non,26% de matière grasse. Ce fromage porte le nom de La Mothe-Saint-Héray où il est produit. C'est un fromage très ancien qui aurait été élaboré après la conquête arabe., Son goût de noisette parfois un peu piquant relévera votre plateau de fromage.,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.200,Produit n'est plus disponible,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
x,FDB17-CHE-1064,51,Selles/Cher fermier au lait cru de chèvre,Activé,,piece,5.90 €,1 fromage de 150g environ,0.150,1,5.90 €,5.9 €/piece,5,0.20,4.47 €,sellessurcher.jpg,sellessurcher.jpg,sellessurcher.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Loir et Cher,AOP,Non,"22% de matière grasse<br><br>Le nom du fromage est celui de la commune du Loir-et-Cher où où il a été en premier commercialisé. Le Selles-sur-Cher, au lait de chèvre entier, se reconnaît à sa pâte molle de couleur blanche et à sa croûte naturelle cendrée à la poudre de charbon de bois. A l'origine, c'est un fromage de consommation familiale.",,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.150,Dispo lors du relevé,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
,FDB17-CHE-1110,107,Bonde de Gatine,0,,piece,5.60 €,,,,0.00 €,5.6 €/piece,5,0.20,0.00 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,SARL Bonde de Gâtine,,Poitou-Charentes,,Non,,"Comme son nom l’indique la Bonde de Gâtine est un fromage de chèvre en forme de Bonde et originaire du Gâtinais, berceau des pommes reines, des reinettes et de l’élevage caprin. Fromage fermier, fabriqué à partir de lait cru de chèvre de race alpine chamoisée, la Bonde de Gâtine est affinée 4 semaines minimum, mais peut aisément dépasser les 10 semaines d’affinage. Croûte légèrement cendrée, couverte d’une fleur tachetée de bleu gris et un peu plissée. Sa pâte lactique est serrée, ferme et dense.",,,0.000,,,,,
,FDB17-CHE-1130,103,Cabécou (au lait cru ?),0,,piece,1.10 €,,,,27.80 €,1.1 €/piece,5,0.20,21.08 €,,,,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,,,Non,,"Cabécou est une appellation agricole générique désignant un fromage généralement de lait cru de chèvre originaire des régions du Massif central comme le Quercy, le Rouergue1, la Haute-Auvergne2 et du Périgord.",,,0.000,,,,,
x,FDB17-CHE-1013,148,Chabichou fermier lait cru de chèvre,Activé,,piece,5.10 €,1 fromage de 80g environ,0.080,1,5.10 €,5.1 €/piece,5,0.20,3.87 €,chabichou.jpg,chabichou.jpg,chabichou.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Peaul Georgelet,http://www.paulgeorgelet.fr,France,,Non,"Selon les mots du fromager lui même : »Déjà valeureux après 3 semaines d’affinage, et jusqu’à 7 semaines, il cache dans ses marbrures le goût de la mousse des bois. S’il le faut, il craque au lieu de se laisser fendre et, surprise, c’est sa croûte bleue qui fait passer son message. »",,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.080,,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
x,FDB17-CHE-1066,50,Taupinette charentaise au lait cru de chèvr,Activé,,piece,4.80 €,1 piece de 135g environ,0.135,1,4.80 €,4.8 €/piece,5,0.20,3.64 €,taupiniere.jpg,taupiniere.jpg,taupiniere.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,,,France Charente,Médaille d'Or Paris 2012,Non,"22% de matière grasse<br><br>La taupinette charentaise 'est la petite sœur de la Taupinière. Médaille d'Argent 2006 au Concours Général Agricole. Fromage de chèvre fermier, moulé à la louche.",,,,0.135,Dispo lors du relevé,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
x,FDB17-CHE-1068,212,Tricorne chèvre fermier au lait cru de chèvre,Activé,,piece,4.60 €,1 fromage de 180g environ,0.180,1,4.60 €,4.6 €/piece,5,0.20,3.49 €,tricorne.jpg,tricorne.jpg,tricorne.jpg,petitcommis_batignolles,Les Fromages des Batignolles,Chèvre,,Mon Fromager/Les Fromages des Batignolles/Chèvre;;Mon Fromager/Les Fromages des Batignolles/Tous,,,Paul Georgelet,,France,,Non,28% de matière grasse. Le Tricorne de Marans tient son nom de sa forme de triangle. Il est fabriqué dans le nord de la Charente Maritime et le sud des Deux-Sèvres.,,"Pour le déguster, il faut prévoir de le laisser à température ambiante 1/2 heure à 1 heure avant sa consommation. A conserver au frais dans l'emballage d'origine.",,0.180,Dispo lors du relevé,,"re::^FDB17-PAT,re::^FDB17-PAB,FDB17-PAG,re::^FDB17-CHE",,
