,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,MPB17-AUL-1022,48,Betterave Crapaudine,Activé,0,kg,3.95 €,La pièce d'environ 300g chacune,0.300,2,2.37 €,3.95 €/kg,5,0.20,1.80 €,PBP17-crapaudine.jpg,PBP17-crapaudine.jpg,PBP17-crapaudine.jpg,Betterave Crapaudine,Betterave Crapaudine,Betterave Crapaudine,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,,,France,,Non,"La betterave est cultivée en France, aussi bien pour sa variété potagère que pour la sucrière. Son goût très doux et sucré, délicat, est apprécié en crudités ou cuisiné et accommodé. Pensez à l’intégrer à vos menus hebdomadaires, dès qu’elle est présente sur les étals, pour bénéficier de toutes les vitamines et les nutriments qu’elle contient.",,,,0.600,,Betterave Crapaudine - Au Pas De Courses,"Betterave Crapaudine - Pascal Bassard Primeur - La pièce d'environ 300g chacune - La betterave est cultivée en France, aussi bien pour sa variété potagère que p",MPB17-AUL-1023,re::^MPB17-AUL,
x,MPB17-AUL-2000,,Betterave crue,0,0,kg,3.95 €,La pièce d'environ 300g chacune,0.300,2,2.37 €,3.95 €/kg,5,0.20,1.80 €,PBP17-betterava.jpg,PBP17-betterava.jpg,PBP17-betterava.jpg,Betterave crue,Betterave crue,Betterave crue,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,,,France,,Non,"La betterave est cultivée en France, aussi bien pour sa variété potagère que pour la sucrière. Son goût très doux et sucré, délicat, est apprécié en crudités ou cuisiné et accommodé. Pensez à l’intégrer à vos menus hebdomadaires, dès qu’elle est présente sur les étals, pour bénéficier de toutes les vitamines et les nutriments qu’elle contient.",,,,0.600,,Betterave crue - Au Pas De Courses,"Betterave crue - Pascal Bassard Primeur - La pièce d'environ 300g chacune - La betterave est cultivée en France, aussi bien pour sa variété potagère que pour la",MPB17-AUL-1023,re::^MPB17-AUL,
,MPB17-AUL-1023,133,Blette,Activé,0,kg,2.95 €,La botte d'environ 1kg,1.000,1,2.95 €,2.95 €/kg,5,0.20,2.24 €,blette.jpg,blette.jpg,blette.jpg,Blette,Blette,Blette,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,12345OND,,,,Italie,,Non,"Apparue sur les rives de la Méditerranée, la blette est consommée depuis l’Antiquité. Si sa culture s’est réduite depuis le début du XXe siècle, elle n’en reste pas moins appréciée, pour sa saveur douce et sa texture fondante et on la trouve sur la plupart des marchés. Ce légume très méridional est un délicieux accompagnement qui peut être cuisiné de multiples façons, sans compter qu’il concentre quantité de vertus nutritionnelles.",,,,1.000,,Blette - Au Pas De Courses,"Blette - Pascal Bassard Primeur - La botte d'environ 1kg - Apparue sur les rives de la Méditerranée, la blette est consommée depuis l’Antiquité. Si sa culture s",MPB17-AUL-1021,re::^MPB17-AUL,
,MPB17-LRA-1029,63,Botte de carotte,Activé,0,botte,1.95 €,La botte,,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,PBP17-carottebotte.jpg,PBP17-carottebotte.jpg,PBP17-carottebotte.jpg,Botte de carotte,Botte de carotte,Botte de carotte,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1239OND,,,,Espagne,,Non,"Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en France, juste derrière la tomate. Elle renferme de très nombreux minéraux et vitamines. D’après l’adage, elle rendrait même aimable…",,,,0.000,,Botte de carotte - Au Pas De Courses,"Botte de carotte - Pascal Bassard Primeur - La botte - Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en",MPB17-LRA-1101,,
x,MPB17-LRA-1138,23,Botte de radis rose,Activé,0,botte,1.95 €,la botte d'environ 500g,0.500,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,PBP17-radisrose.jpg,PBP17-radisrose.jpg,PBP17-radisrose.jpg,Botte de radis rose,Botte de radis rose,Botte de radis rose,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines,,4567,,,,France,,Non,"Plante potagère annuelle, le radis est une racine comestible originaire d’Asie mineure. Longues, rondes, petites ou grosses, les différentes variétés proposent une subtile palette de saveurs. Croqué au naturel avec un peu de sel, c’est un pur aliment plaisir reconnu aussi pour ses qualités nutritionnelles.",,,,0.500,,Botte de radis rose - Au Pas De Courses,"Botte de radis rose - Pascal Bassard Primeur - la botte d'environ 500g - Plante potagère annuelle, le radis est une racine comestible originaire d’Asie mineure.",,re::^MPB17-LRA,
x,MPB17-ARO-1024,84,Bouquet garni - Thym Laurier,Activé,0,piece,1.95 €,La pièce,,1,1.95 €,1.95 €/piece,5,0.20,1.48 €,bouquetgarni.jpg,bouquetgarni.jpg,bouquetgarni.jpg,Bouquet garni - Thym Laurier,Bouquet garni - Thym Laurier,Bouquet garni - Thym Laurier,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Aromates,;;Epicier/Pascal Bassard Primeur/Aromates,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Aromates;;Epicier/Pascal Bassard Primeur/Aromates,,,Stock limité,,,,,Non,,,,,0.000,,Bouquet garni - Thym Laurier - Au Pas De Courses,Bouquet garni - Thym Laurier - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-ARO,
x,MPB17-AUL-1025,45,Brocoli,Activé,0,kg,3.95 €,La pièce d'environ 500g,0.500,1,1.98 €,3.95 €/kg,5,0.20,1.50 €,PBP17-brocoli.jpg,PBP17-brocoli.jpg,PBP17-brocoli.jpg,Brocoli,Brocoli,Brocoli,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,6789O,,,,Espagne,,Non,"Connu et cultivé en Europe depuis quatre siècles, le brocoli se savoure toute l’année. Ce grand parent du chou-fleur est présent depuis quelques dizaines d’années sur les étals français, et a très vite su se faire une place dans les assiettes. Son goût très doux et son croquant font des merveilles dans tous types de recettes salées. Gorgé de vitamines, ce légume vert participe en plus à votre bien-être !",,,,0.500,,Brocoli - Au Pas De Courses,"Brocoli - Pascal Bassard Primeur - La pièce d'environ 500g - Connu et cultivé en Europe depuis quatre siècles, le brocoli se savoure toute l’année. Ce grand par","MPB17-AUL-1023,MPB17-AUL-1021",re::^MPB17-AUL,
x,MPB17-AUL-1026,372,Butternut,Activé,0,kg,2.80 €,"La pièce environ 1,5kg",1.500,1,4.20 €,2.8 €/kg,5,0.20,3.18 €,PBP17-butternut.jpg,PBP17-butternut.jpg,PBP17-butternut.jpg,Butternut,Butternut,Butternut,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1239OND,,,,France,,Non,"La courge butternut est une plante de la famille des cucurbitacées. Sa fleur, son fruit et ses graines sont comestibles. La courge butternut est parfois appelée courge Noix de Beurre ou courge Doubeurre. La plante est une plante coureuse, elle s'étend et produit de 3 à 8 fruits par pied. Le fruit de la courge butternut a une couleur beige, sa chair est jaune à orange. Elle peut être dégustée crue, cuite, en purée, en gratin, en soupe, frite, mais peut être également utilisée dans les desserts ou les confitures. Les graines sont comestibles. Les courges sont riches en béta-carotène et en antioxydants. Elles ont l'avantage de se conserver longtemps et sont sources de vitamines A, K, C et B6 notamment pendant l'hiver.",,,,1.500,,Butternut - Au Pas De Courses,"Butternut - Pascal Bassard Primeur - La pièce environ 1,5kg - La courge butternut est une plante de la famille des cucurbitacées. Sa fleur, son fruit et ses gra",MPB17-AUL-1021,"MPB17-AUL-1135,re::^MPB17-PDT",
,MPB17-FSE-1007,,Cannelle en poudre,Activé,0,pièce,2.95 €,Le pot de 60g,0.060,1,2.95 €,2.95 €/pièce,5,0.20,2.24 €,PBP17-Cannelle.jpg,PBP17-Cannelle.jpg,PBP17-Cannelle.jpg,Cannelle en poudre,Cannelle en poudre,Cannelle en poudre,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,,Jean d'Aubignac,,Madagascar,,Non,"La cannelle agrémente le porc, les pommes de terre, les carottes, les coquilles St Jacques ou les préparations orientales. Pour les recettes sucrées; compote, riz au lait, glaces. Elle parfume également les vins chauds, le lait, thé, café et le chocolat.",,,,0.060,,Cannelle en poudre - Au Pas De Courses,"Cannelle en poudre - Pascal Bassard Primeur - Le pot de 60g - La cannelle agrémente le porc, les pommes de terre, les carottes, les coquilles St Jacques ou les ",re::^FDB17-EPI,"re::^MPB17-EPI,re::^MPB17-FSE,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-HUI",
,MPB17-EPI-1014,,Capres,Activé,0,pot,2.50 €,Le pot de 100g environ,0.100,1,2.50 €,2.5 €/pot,5,0.20,1.90 €,PBP17-Capres.jpg,PBP17-Capres.jpg,PBP17-Capres.jpg,Capres,Capres,Capres,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Epices,;;Epicier/Pascal Bassard Primeur/Epices,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Epices;;Epicier/Pascal Bassard Primeur/Epices,,,,Luxeapers,http://www.luxeapers.es/en/,Espagne,,,Alcaparras Capers Surfines,,,,0.100,,Capres - Au Pas De Courses,Capres - Pascal Bassard Primeur - Le pot de 100g environ - Alcaparras Capers Surfines,re::^FDB17-EPI,"re::^MPB17-EPI,re::^MPB17-FSE,re::^FDB17-EPI,re::^FDB17-PER,re::^FDB17-PER,re::^FDB17-HUI",
x,MPB17-AUL-1028,52,Carotte,Activé,0,kg,1.90 €,Les 500g,0.500,1,0.95 €,1.9 €/kg,5,0.20,0.72 €,carotte.jpg,carotte.jpg,carotte.jpg,Carotte,Carotte,Carotte,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1239OND,,,,France,,Non,"Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en France, juste derrière la tomate. Elle renferme de très nombreux minéraux et vitamines. D’après l’adage, elle rendrait même aimable…",,,,0.500,,Carotte - Au Pas De Courses,"Carotte - Pascal Bassard Primeur - Les 500g - Toujours disponible et très bon marché, la carotte est aujourd’hui le deuxième légume le plus consommé en France, ",MPB17-LRA-1101,re::^MPB17-AUL,
x,MPB17-AUL-1031,116,Céleri branche,Activé,0,kg,2.50 €,"La demi pièce, environ 1kg",1.000,1,2.50 €,2.5 €/kg,5,0.20,1.90 €,PBP17-celeri.jpg,PBP17-celeri.jpg,PBP17-celeri.jpg,Céleri branche,Céleri branche,Céleri branche,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,123OND,,,,Italie,,Non,"Plante médicinale et aphrodisiaque avant d’entrer en cuisine, le céleri-branche nous régale aujourd’hui du printemps à l’automne. Sa saveur marquée et sa texture croquante le rendent tout aussi délicieux cru que cuit. Par petites touches ou en ingrédient vedette, le céleri-branche se prépare et s’accommode avec facilité, tout en vous permettant de faire le plein de vitalité. Alors, prêt ? Croquez !",,,,1.000,,Céleri branche - Au Pas De Courses,"Céleri branche - Pascal Bassard Primeur - La demi pièce, environ 1kg - Plante médicinale et aphrodisiaque avant d’entrer en cuisine, le céleri-branche nous réga",MPB17-AUL-1023,re::^MPB17-AUL,
x,MPB17-LRA-1032,46,Céleri rave,Activé,0,kg,2.50 €,"La pièce d'environ 1,5kg",1.500,1,3.75 €,2.5 €/kg,5,0.20,2.84 €,PBP17-celerirave.jpg,PBP17-celerirave.jpg,PBP17-celerirave.jpg,Céleri rave,Céleri rave,Céleri rave,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Légumes Racines,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Légumes Racines,,9O,,,,France,,Non,"Connu depuis l’Antiquité, cultivé dès le 16e siècle, le céleri-rave a fait progressivement son entrée dans les cuisines. Ce légume rustique s’est développé et a imposé sa présence sur les étals grâce à sa chair savoureuse, croquante quand elle est crue, fondante après cuisson. Ce beau céleri tout en rondeur est très concentré en vitamines et minéraux essentiels, tout en étant très peu énergétique. Invitez-le régulièrement dans vos assiettes pour savourer tous les bienfaits de sa chair délicate.",,,,1.500,,Céleri rave - Au Pas De Courses,"Céleri rave - Pascal Bassard Primeur - La pièce d'environ 1,5kg - Connu depuis l’Antiquité, cultivé dès le 16e siècle, le céleri-rave a fait progressivement son",,re::^MPB17-LRA,
x,MPB17-ARO-1084,76,Cerfeuil,Activé,0,piece,1.00 €,La pièce,,1,1.00 €,1 €/piece,5,0.20,0.76 €,cerfeuil.jpg,cerfeuil.jpg,cerfeuil.jpg,Cerfeuil,Cerfeuil,Cerfeuil,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Epicerie,Aromates,;;Epicier/Pascal Bassard Primeur/Aromates,Non,Primeur/Pascal Bassard Primeur/Epicerie,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Epicerie/Aromates;;Epicier/Pascal Bassard Primeur/Aromates,,456789O,Stock limité,,,,,Non,,,,,0.000,,Cerfeuil - Au Pas De Courses,Cerfeuil - Pascal Bassard Primeur - La pièce - ,,re::^MPB17-ARO,
x,MPB17-AUL-1035,35,Champignon de Paris Blanc,Activé,0,kg,4.95 €,Les 250g,0.250,1,1.24 €,4.95 €/kg,5,0.20,0.94 €,PBP17-parisblanc.jpg,PBP17-parisblanc.jpg,PBP17-parisblanc.jpg,Champignon de Paris Blanc,Champignon de Paris Blanc,Champignon de Paris Blanc,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1234569OND,,,,France,,Non,"Appelé champignon de Paris en raison de ses origines, il est aujourd’hui principalement cultivé en Pays de Loire. Tendre et goûteux, ce champignon de couche se cuisine facilement. Consommé régulièrement, c’est une source de bienfaits et de vitamines.",,,,0.250,,Champignon de Paris Blanc - Au Pas De Courses,"Champignon de Paris Blanc - Pascal Bassard Primeur - Les 250g - Appelé champignon de Paris en raison de ses origines, il est aujourd’hui principalement cultivé ","MPB17-AUL-1037,MPB17-AUL-1039,MPB17-AUL-1114",re::^MPB17-AUL,
x,MPB17-AUL-1033,35,Champignon de Paris Rose,Activé,0,kg,4.95 €,Les 250g,0.250,1,1.24 €,4.95 €/kg,5,0.20,0.94 €,PBP17-parisrose.jpg,PBP17-parisrose.jpg,PBP17-parisrose.jpg,Champignon de Paris Rose,Champignon de Paris Rose,Champignon de Paris Rose,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Oui,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes;;Primeur/Pascal Bassard Primeur/Fruits et légumes de saison,,1234569OND,,,,France,,Non,"Plus fort en gout que son homologue blanc, le champignon de paris rose est cultivé en extérieur et relèvera plus les plats et sauces où il sera incorporé.",,,,0.250,,Champignon de Paris Rose - Au Pas De Courses,"Champignon de Paris Rose - Pascal Bassard Primeur - Les 250g - Plus fort en gout que son homologue blanc, le champignon de paris rose est cultivé en extérieur e","MPB17-AUL-1034,MPB17-AUL-1037,MPB17-AUL-1039,MPB17-AUL-1114",re::^MPB17-AUL,
,MPB17-AUL-1124,114,Champignon Pied de Mouton,Activé,0,kg,12.95 €,Les 200g,0.200,1,2.59 €,12.95 €/kg,5,0.20,1.96 €,PBP17-piedmouton.jpg,PBP17-piedmouton.jpg,PBP17-piedmouton.jpg,Champignon Pied de Mouton,Champignon Pied de Mouton,Champignon Pied de Mouton,apdc_batignolles,"admin,batignolles",apdc_batignolles,Pascal Bassard Primeur,Tous les légumes,Autres Légumes,,Non,Primeur/Pascal Bassard Primeur/Tous les légumes,Primeur/Pascal Bassard Primeur/Tous les produits;;Primeur/Pascal Bassard Primeur/Tous les légumes/Autres Légumes,,ON,,,,Portugal,,Non,"Le pied de mouton est un champignon des forêts blanc ou jaune fauve au chapeau convexe et de forme irrégulière. Il est apprécié jeune car plus il est âgé, plus sa saveur est amère.","Il réduit peu à la cuisson et se cuisine comme la girolle, à la poêle avec du beurre frais, du sel, du poivre et des fines herbes. Il accompagne les viandes et poissons, agrémente les sauces, les tartes et les tourtes forestières, relève savoureusement les œufs",,,0.200,,Champignon Pied de Mouton - Au Pas De Courses,Champignon Pied de Mouton - Pascal Bassard Primeur - Les 200g - Le pied de mouton est un champignon des forêts blanc ou jaune fauve au chapeau convexe et de for,,,
